T1, T2, T3, T4
1522327357726,1522327357864,1522327357864,1522327358005
1522327358005,1522327358144,1522327358144,1522327358285
1522327358285,1522327358423,1522327358423,1522327358564
1522327358564,1522327358702,1522327358703,1522327358843
1522327358843,1522327358982,1522327358982,1522327359123
1522327359123,1522327359261,1522327359261,1522327359402
1522327359402,1522327359540,1522327359540,1522327359681
1522327359681,1522327359819,1522327359820,1522327359960
1522327359960,1522327360098,1522327360099,1522327360239
1522327360239,1522327360377,1522327360378,1522327360519
1522327360519,1522327360657,1522327360657,1522327360798
1522327360798,1522327360936,1522327360936,1522327361077
1522327361077,1522327361215,1522327361215,1522327361356
1522327361356,1522327361494,1522327361494,1522327361635
1522327361635,1522327361773,1522327361774,1522327361914
1522327361914,1522327362053,1522327362053,1522327362194
1522327362194,1522327362332,1522327362332,1522327362473
1522327362473,1522327362611,1522327362611,1522327362752
1522327362752,1522327362890,1522327362890,1522327363031
1522327363031,1522327363169,1522327363169,1522327363310
1522327363310,1522327363448,1522327363448,1522327363589
1522327363589,1522327363727,1522327363727,1522327363868
1522327363868,1522327364006,1522327364006,1522327364147
1522327364147,1522327364285,1522327364285,1522327364426
1522327364426,1522327364564,1522327364564,1522327364705
1522327364705,1522327364843,1522327364843,1522327364984
1522327364984,1522327365122,1522327365123,1522327365264
1522327365264,1522327365402,1522327365402,1522327365544
1522327365544,1522327365683,1522327365683,1522327365824
1522327365824,1522327365962,1522327365963,1522327366103
1522327366103,1522327366241,1522327366242,1522327366382
1522327366382,1522327366521,1522327366521,1522327366662
1522327366662,1522327366800,1522327366800,1522327366941
1522327366941,1522327367079,1522327367079,1522327367220
1522327367220,1522327367359,1522327367359,1522327367500
1522327367500,1522327367639,1522327367639,1522327367780
1522327367780,1522327367918,1522327367918,1522327368059
1522327368059,1522327368197,1522327368197,1522327368338
1522327368338,1522327368476,1522327368476,1522327368617
1522327368617,1522327368756,1522327368756,1522327368897
1522327368897,1522327369036,1522327369036,1522327369177
1522327369177,1522327369315,1522327369315,1522327369456
1522327369456,1522327369594,1522327369594,1522327369735
1522327369735,1522327369874,1522327369874,1522327370015
1522327370015,1522327370153,1522327370153,1522327370294
1522327370294,1522327370433,1522327370433,1522327370574
1522327370574,1522327370712,1522327370712,1522327370853
1522327370853,1522327370991,1522327370991,1522327371133
1522327371133,1522327371271,1522327371271,1522327371412
1522327371412,1522327371550,1522327371551,1522327371691
1522327371691,1522327371830,1522327371830,1522327371971
1522327371971,1522327372109,1522327372109,1522327372251
1522327372251,1522327372389,1522327372389,1522327372530
1522327372530,1522327372668,1522327372669,1522327372810
1522327372810,1522327372948,1522327372948,1522327373091
1522327373091,1522327373230,1522327373230,1522327373371
1522327373371,1522327373509,1522327373510,1522327373650
1522327373650,1522327373789,1522327373789,1522327373930
1522327373930,1522327374069,1522327374069,1522327374210
1522327374210,1522327374348,1522327374348,1522327374489
1522327374489,1522327374627,1522327374627,1522327374768
1522327374768,1522327374906,1522327374906,1522327375047
1522327375047,1522327375185,1522327375186,1522327375327
1522327375327,1522327375465,1522327375465,1522327375609
1522327375609,1522327375747,1522327375748,1522327375888
1522327375888,1522327376027,1522327376027,1522327376168
1522327376168,1522327376306,1522327376306,1522327376447
1522327376447,1522327376585,1522327376585,1522327376726
1522327376726,1522327376865,1522327376865,1522327377006
